"Date","Open","High","Low","Close"
2000-01-03,6961.72,7159.33,6720.87,6750.76
2000-01-04,6747.24,6755.36,6510.46,6586.95
2000-01-05,6585.85,6585.85,6388.91,6502.07
2000-01-06,6501.45,6539.31,6402.63,6474.92
2000-01-07,6489.94,6791.53,6470.14,6780.96
2000-01-10,6785.47,6975.26,6785.47,6925.52
2000-01-11,6926.04,6943.83,6821.26,6891.25
2000-01-12,6878.92,6913.5,6783.22,6912.81
2000-01-13,6913.13,7106.45,6898.69,6955.98
2000-01-14,6960.29,7207.45,6960.29,7173.22
2000-01-17,7177.48,7297.04,7112.97,7258.9
2000-01-18,7262.21,7306.48,7053.86,7072.12
2000-01-19,7065.31,7110.19,6987.12,7091.04
2000-01-20,7095.98,7230.75,7076.81,7112.66
2000-01-21,7103.7,7103.7,6939.94,6992.75
2000-01-24,6987.59,7092.5,6921.97,6931.99
2000-01-25,6928.08,6928.08,6809.64,6809.64
2000-01-26,6838.05,6980.93,6838.05,6969.37
2000-01-27,6983.42,7169.87,6944.65,7126.13
2000-01-28,7128.01,7214.58,7040.49,7066.6
2000-01-31,7054.24,7054.24,6816.54,6835.6
2000-02-01,6841.12,7052.22,6841.12,7050.46
2000-02-02,7063.57,7172.05,7038.71,7171.95
2000-02-03,7175.87,7354.56,7134.42,7354.26
2000-02-04,7355.69,7491.79,7338.15,7444.61
2000-02-07,7450.79,7450.79,7270.4,7296.32
2000-02-08,7295.61,7570.55,7263.19,7549.88
2000-02-09,7566.68,7676.56,7526.08,7629.11
2000-02-10,7617.07,7709.27,7496.42,7709.27
2000-02-11,7724.36,7812.09,7586.26,7611.55
2000-02-14,7569.01,7660.39,7542.3,7644.8
2000-02-15,7636.41,7699.97,7396.13,7396.13
2000-02-16,7401.26,7596.9,7342.65,7490.32
2000-02-17,7478.32,7637.46,7394.02,7580.53
2000-02-18,7584.39,7658.88,7543.5,7573.78
2000-02-21,7568.34,7590.53,7447.71,7590.53
2000-02-22,7580.38,7725.5,7540.36,7607.94
2000-02-23,7619.83,7772.28,7619.83,7698.97
2000-02-24,7696.92,7813.2,7587.08,7640.53
2000-02-25,7668.7,7776.84,7640.69,7738.68
2000-02-28,7732.9,7747.37,7492.23,7587.13
2000-02-29,7590.9,7700.36,7590.9,7644.55
2000-03-01,7645.3,7769.01,7618.6,7727.93
2000-03-02,7720.9,7950.66,7639.93,7945.77
2000-03-03,7952.28,8022.48,7874.57,7960.03
2000-03-06,7960.09,8030.59,7925.2,7975.78
2000-03-07,7971.23,8136.16,7922.32,8064.97
2000-03-08,8069.98,8097.68,7949.38,7987
2000-03-09,7984.21,8084.92,7877.19,7949.15
2000-03-10,7952.51,8076.31,7952.51,7975.95
2000-03-13,7977.06,7991.07,7630.31,7693.85
2000-03-14,7695.79,7757.03,7630.1,7650.05
2000-03-15,7633.2,7633.2,7411.76,7414.46
2000-03-16,7416.64,7648.28,7416.64,7583.96
2000-03-17,7594.99,7834.54,7574.52,7710.92
2000-03-20,7716.24,7887.97,7716.24,7872.38
2000-03-21,7865.48,7865.48,7735.74,7807.93
2000-03-22,7827.56,7949.72,7787.09,7798.62
2000-03-23,7803.69,7873.03,7677.08,7694.78
2000-03-24,7706.5,7932.42,7706.5,7932.42
2000-03-27,7932.71,7939.92,7832.06,7892.49
2000-03-28,7891.15,8031.21,7880.12,7931.93
2000-03-29,7930.82,7963.7,7859.44,7864.76
2000-03-30,7834.56,7849.53,7610.51,7644.89
2000-03-31,7649.88,7704.28,7522.7,7599.39
2000-04-03,7599.78,7641.53,7404.37,7429.22
2000-04-04,7431.42,7566.92,7430.18,7522.8
2000-04-05,7502.09,7538.72,7205.86,7330.77
2000-04-06,7345.01,7480.13,7325.72,7446.21
2000-04-07,7470.39,7533.36,7399.81,7522.2
2000-04-10,7534.91,7614.81,7507.93,7516.95
2000-04-11,7513.12,7513.12,7366.49,7442.66
2000-04-12,7438.26,7517.75,7414.38,7443.07
2000-04-13,7421.06,7450.39,7302.82,7449.06
2000-04-14,7440.05,7440.05,7168.9,7214.83
2000-04-17,7201.66,7201.66,6890.96,7187.14
2000-04-18,7186.18,7305.03,7094.92,7196.49
2000-04-19,7204.33,7305.94,7146.52,7216.71
2000-04-20,7216.22,7242.8,7157.95,7157.95
2000-04-25,7164.15,7317.06,7096.38,7280.51
2000-04-26,7293.1,7444.28,7293.1,7388.55
2000-04-27,7386.61,7413.82,7156.83,7221.74
2000-04-28,7223.27,7436.45,7223.27,7414.68
2000-05-02,7407.53,7561.67,7405.7,7555.92
2000-05-03,7547.91,7571.72,7362.75,7376.93
2000-05-04,7388.68,7419.74,7321.43,7386.71
2000-05-05,7391.62,7530.82,7333.48,7530.82
2000-05-08,7532.97,7532.97,7383.22,7408.09
2000-05-09,7407.89,7407.95,7225.18,7280.54
2000-05-10,7273.56,7313.27,7102.59,7120.86
2000-05-11,7111.28,7277.56,7013.7,7259.48
2000-05-12,7269.87,7331.03,7206.09,7269.28
2000-05-15,7266.08,7278.03,7188.25,7195.15
2000-05-16,7203.58,7398.48,7203.58,7371.06
2000-05-17,7370.18,7378.57,7197.83,7211.51
2000-05-18,7214.5,7258.61,7158.54,7181.58
2000-05-19,7182.46,7182.46,6958.92,6989.03
2000-05-22,6983.46,7040.57,6818.7,6912.96
2000-05-23,6918.93,7017.24,6883.39,6927.69
2000-05-24,6920.14,6920.14,6794.08,6834.88
2000-05-25,6846.37,6998.31,6846.37,6978.87
2000-05-26,6969.01,6972.21,6833.11,6839.33
2000-05-29,6956.14,7029.8,6956.14,7016.66
2000-05-30,7024.6,7150.5,7024.6,7119.26
2000-05-31,7127.26,7213.98,7101.14,7109.67
2000-06-01,7117.57,7277.52,7117.57,7272.76
2000-06-02,7286.19,7460.51,7246.17,7438.95
2000-06-05,7456.22,7486.4,7354.84,7408.02
2000-06-06,7404.78,7464.76,7298.23,7359.8
2000-06-07,7363.66,7363.66,7241.58,7285.93
2000-06-08,7293.74,7390.5,7211.97,7253.46
2000-06-09,7246.46,7354.32,7233.65,7246.79
2000-06-12,7251.29,7315.05,7224.72,7240.1
2000-06-13,7222.77,7307.34,7173.64,7268.91
2000-06-14,7292.77,7374.6,7251.23,7350.94
2000-06-15,7347.75,7388.24,7324.6,7328.62
2000-06-16,7344.44,7368.57,7246.77,7252.58
2000-06-19,7134.17,7225.34,7134.17,7198.8
2000-06-20,7207.59,7270.2,7201.88,7227.27
2000-06-21,7227.05,7240.01,7090.5,7100.09
2000-06-22,7112.15,7172.86,7028.34,7064.73
2000-06-23,7056.82,7081.58,6976.97,6980.41
2000-06-26,6986.89,7085.27,6975.07,7027.19
2000-06-27,7029.55,7064.44,6966.45,7048.96
2000-06-28,7050.84,7072.64,7010.67,7054.3
2000-06-29,7055.42,7058,6851.84,6881.94
2000-06-30,6882.94,6935.18,6866.85,6882.44
2000-07-03,6912.97,6962.02,6842.61,6962.02
2000-07-04,6958.4,6976.08,6881.14,6944.36
2000-07-05,6946.73,7090.11,6946.73,6961.73
2000-07-06,6947.21,6978.93,6905.24,6972.8
2000-07-07,6957.01,7051.06,6919.94,7044.77
2000-07-10,7052.68,7126.04,7031.33,7066.22
2000-07-11,7068.09,7069.49,6955.58,7006.05
2000-07-12,7015.84,7100.36,7011.68,7065.97
2000-07-13,7073.81,7178.45,7008.96,7166.51
2000-07-14,7193.23,7342.22,7173.42,7321.94
2000-07-17,7320.1,7430.7,7320.1,7430.7
2000-07-18,7417.02,7449.78,7355.31,7406.91
2000-07-19,7406.24,7406.24,7321.27,7366.57
2000-07-20,7364.64,7491.8,7303.91,7480.14
2000-07-21,7481.19,7503.32,7374.6,7378.86
2000-07-24,7377.98,7428.17,7314.2,7314.2
2000-07-25,7323.24,7358.64,7294.06,7329.46
2000-07-26,7330.14,7368.34,7250.22,7268
2000-07-27,7291.14,7333.02,7170.81,7183.44
2000-07-28,7188.63,7222.11,7076.37,7128.3
2000-07-31,7135.39,7251.88,7112.94,7190.37
2000-08-01,7194.03,7244.55,7094.93,7145.53
2000-08-02,7151.5,7197.32,7068.96,7112.45
2000-08-03,7113.08,7113.08,6954.6,7011.74
2000-08-04,7040.25,7112.97,7007.21,7016.59
2000-08-07,7020.65,7135.28,7020.65,7113.22
2000-08-08,7110.47,7194.22,7079.74,7143.96
2000-08-09,7129.7,7268.64,7129.7,7226.71
2000-08-10,7228.7,7318.94,7213.38,7280.97
2000-08-11,7289.26,7327.22,7225.03,7322.98
2000-08-14,7323.87,7369.01,7297.03,7331.67
2000-08-15,7336.73,7380.19,7276.04,7307.43
2000-08-16,7314.57,7363.64,7291.01,7315.27
2000-08-17,7320.69,7336.23,7214.68,7278.43
2000-08-18,7286.32,7320.61,7216.62,7232.42
2000-08-21,7233.74,7258.87,7147.15,7199.34
2000-08-22,7208.39,7282.21,7208.39,7249.2
2000-08-23,7257.34,7263.55,7157.85,7232.78
2000-08-24,7233.78,7279.2,7213.2,7230.26
2000-08-25,7232.37,7333.09,7232.37,7307.17
2000-08-28,7320.93,7395.81,7310.29,7339.22
2000-08-29,7342.04,7355.58,7277.17,7294.4
2000-08-30,7292.46,7292.46,7176.24,7192.69
2000-08-31,7191,7251.31,7168.52,7244.79
2000-09-01,7221.41,7397.12,7221.41,7344.67
2000-09-04,7355.74,7453.36,7355.74,7445.56
2000-09-05,7448.08,7456.71,7369.36,7391.27
2000-09-06,7397.05,7434.02,7315.15,7329.9
2000-09-07,7327.66,7383.6,7283.79,7373.34
2000-09-08,7373.9,7393.88,7248.94,7261.04
2000-09-11,7267.68,7273.3,7196.64,7214.45
2000-09-12,7213.18,7213.18,7129.03,7135.75
2000-09-13,7134.56,7169.53,6994.18,7006.26
2000-09-14,7010.7,7101.5,7006.64,7049.82
2000-09-15,7048.88,7077.58,6976.41,6999.54
2000-09-18,6959.93,6977.25,6873.4,6891.69
2000-09-19,6865.87,6931.72,6839.3,6915.49
2000-09-20,6953.25,6973.31,6726.46,6765.23
2000-09-21,6774.26,6817.09,6581.93,6682.92
2000-09-22,6677.83,6740.25,6468.46,6740.25
2000-09-25,6739.28,6827.07,6739.28,6788.69
2000-09-26,6779.81,6827.89,6726.24,6765.04
2000-09-27,6761.93,6857.48,6716.84,6814.06
2000-09-28,6809.59,6846.99,6727.32,6832.76
2000-09-29,6835.13,6884.63,6771.66,6798.12
2000-10-02,6800.07,6906.83,6766.1,6862.26
2000-10-04,6857.48,6896.54,6760.71,6823.43
2000-10-05,6819.12,6917.17,6819.12,6892.49
2000-10-06,6895.71,6921.08,6712.48,6776.39
2000-10-09,6776.04,6776.04,6624.55,6680.78
2000-10-10,6683.69,6726.45,6655.51,6673.15
2000-10-11,6668.94,6668.94,6467.29,6554.14
2000-10-12,6569.86,6649.25,6383.17,6465.26
2000-10-13,6452.11,6661.3,6385.55,6661.3
2000-10-16,6668.12,6725.33,6578.78,6627.25
2000-10-17,6622.01,6668.56,6521.75,6531.71
2000-10-18,6523.75,6523.75,6297.49,6470.06
2000-10-19,6489.85,6620.78,6488.69,6619.43
2000-10-20,6616.76,6663.18,6533.15,6615.9
2000-10-23,6614.18,6651.1,6542.87,6620.87
2000-10-24,6617.73,6835.16,6603.49,6802.81
2000-10-25,6794.48,6810.3,6701.31,6748.22
2000-10-26,6749.01,6858.1,6718.55,6767.9
2000-10-27,6768.87,6930.36,6768.87,6924.68
2000-10-30,6921.33,6955.92,6880.18,6926.57
2000-10-31,6928.69,7087.92,6928.69,7077.44
2000-11-01,7093.84,7114.2,7015.52,7059.07
2000-11-02,7067.7,7135.89,7048.88,7088.64
2000-11-03,7092.02,7152.45,7072.37,7128.27
2000-11-06,7139.94,7185.66,7111.5,7136.3
2000-11-07,7140.25,7140.25,7028.79,7083.7
2000-11-08,7075.82,7130.21,7004.93,7010.2
2000-11-09,7005.2,7019.57,6930.29,6959.5
2000-11-10,6962.94,7013.07,6831.4,6851.69
2000-11-13,6839.98,6839.98,6690.61,6742.1
2000-11-14,6740.64,6966.65,6740.64,6966.65
2000-11-15,6976.16,6976.63,6882,6961.09
2000-11-16,6950.94,6950.94,6805.15,6811.49
2000-11-17,6824,6839.92,6724.07,6752.29
2000-11-20,6755.23,6794.41,6598.42,6605.53
2000-11-21,6594.88,6679.87,6571.56,6666.06
2000-11-22,6669.75,6669.75,6474.5,6510.54
2000-11-23,6508.53,6617.79,6476.63,6596.93
2000-11-24,6607.98,6710.45,6572.34,6664.18
2000-11-27,6665.25,6804.22,6665.25,6696.91
2000-11-28,6696.71,6717.74,6603.61,6625.56
2000-11-29,6609.76,6655.36,6534.82,6598.32
2000-11-30,6598.07,6598.07,6361.43,6372.33
2000-12-01,6379.26,6542.72,6379.26,6512.91
2000-12-04,6507.64,6507.64,6343.45,6408.1
2000-12-05,6412.15,6637.09,6412.15,6637.09
2000-12-06,6645.15,6721.9,6606.43,6622.25
2000-12-07,6621.61,6650.08,6495.26,6583.13
2000-12-08,6567.99,6745.91,6567.99,6691.25
2000-12-11,6702.25,6806.45,6702.25,6782.52
2000-12-12,6781.62,6813.3,6733.59,6733.59
2000-12-13,6741.59,6797.86,6585.18,6620.21
2000-12-14,6617.46,6617.46,6449.58,6475.84
2000-12-15,6455.21,6455.21,6331.3,6331.3
2000-12-18,6337.81,6467.33,6337.81,6390.25
2000-12-19,6392.44,6505.75,6309.14,6479.28
2000-12-20,6467.06,6467.06,6226.64,6248.76
2000-12-21,6240.12,6291.02,6110.26,6200.71
2000-12-22,6210.81,6281.73,6201.44,6251.4
2000-12-27,6252.11,6357.76,6252.11,6328.16
2000-12-28,6337.06,6393.27,6323,6371.64
2000-12-29,6376.1,6469.74,6364.1,6433.61
2001-01-02,6431.14,6439.23,6289.82,6289.82
2001-01-03,6284.87,6467.82,6172.44,6434.96
2001-01-04,6443.87,6556.94,6356.92,6376.54
2001-01-05,6383.33,6485.34,6344.16,6382.31
2001-01-08,6368.83,6426.64,6337.95,6392.17
2001-01-09,6408.06,6462.5,6354.97,6404.52
2001-01-10,6402.19,6413.56,6293.49,6320.07
2001-01-11,6320.94,6477.66,6320.94,6465.21
2001-01-12,6480.82,6552.52,6467.12,6490.03
2001-01-15,6506.7,6553.75,6481.17,6522.87
2001-01-16,6521.28,6539.64,6452.62,6502.89
2001-01-17,6540.04,6668.67,6540.04,6653.38
2001-01-18,6642.7,6661.12,6587.51,6635.76
2001-01-19,6644.42,6737.18,6632.81,6651.53
2001-01-22,6652.46,6688.83,6594.19,6675
2001-01-23,6678.22,6722.41,6601.88,6722.41
2001-01-24,6723.21,6759.01,6690.72,6706.67
2001-01-25,6700.97,6775.26,6677.81,6727.49
2001-01-26,6713.4,6713.4,6650.34,6695.2
2001-01-29,6699.1,6750.96,6659.98,6750.96
2001-01-30,6746.12,6792.81,6706.16,6739.3
2001-01-31,6745.9,6795.14,6720.57,6795.14
2001-02-01,6788.57,6788.57,6704.68,6704.68
2001-02-02,6709.9,6750.99,6624.19,6638.2
2001-02-05,6633.78,6635.8,6592.21,6628.07
2001-02-06,6632.49,6693.45,6620.03,6693.03
2001-02-07,6691.36,6691.36,6578.96,6578.96
2001-02-08,6585.4,6662.77,6580.24,6636.81
2001-02-09,6637.13,6637.13,6497.07,6497.07
2001-02-12,6498.93,6572.37,6498.93,6564.91
2001-02-13,6567.85,6603.17,6545.02,6557.93
2001-02-14,6556.09,6556.09,6444.16,6479.87
2001-02-15,6480.34,6591.67,6480.34,6591.67
2001-02-16,6587.46,6587.46,6439.26,6439.26
2001-02-19,6441.26,6493.61,6441.26,6472.21
2001-02-20,6471.03,6530.13,6425.65,6451.57
2001-02-21,6453.76,6453.76,6312.14,6347.99
2001-02-22,6347.43,6363.55,6216.52,6277.99
2001-02-23,6279.28,6312.1,6071.35,6075.34
2001-02-26,6079.97,6209.13,6079.97,6189.07
2001-02-27,6191.87,6254.82,6162.51,6220.48
2001-02-28,6221.7,6284.81,6170,6208.24
2001-03-01,6212.66,6212.66,6094.76,6123.38
2001-03-02,6123.59,6183.91,6052.01,6159.02
2001-03-05,6172.35,6218.79,6134.02,6216.38
2001-03-06,6218.12,6310.18,6218.12,6284.06
2001-03-07,6274.21,6342.54,6249.7,6305.64
2001-03-08,6308.73,6339.92,6245.72,6267.06
2001-03-09,6264.22,6264.22,6193.33,6204.42
2001-03-12,6202.37,6202.37,6043.34,6046.56
2001-03-13,6038.85,6038.85,5935.07,5962.93
2001-03-14,5969.51,6025.93,5663.54,5794.12
2001-03-15,5819.69,5889.95,5767.06,5889.95
2001-03-16,5881.62,5907.07,5728.88,5734.49
2001-03-19,5732.85,5805.71,5650.3,5657.29
2001-03-20,5663.66,5788.99,5663.66,5782.16
2001-03-21,5780.6,5780.6,5600.89,5622.09
2001-03-22,5599.02,5621.06,5351.48,5388.02
2001-03-23,5396.63,5574.99,5396.63,5544.67
2001-03-26,5557.82,5756.59,5557.82,5726.97
2001-03-27,5724.15,5938.21,5689.18,5938.21
2001-03-28,5938.21,5938.21,5775.44,5817.52
2001-03-29,5812.65,5879.3,5713.56,5879.3
2001-03-30,5870.1,5944.25,5805.27,5829.95
2001-04-02,5843.37,5912.26,5702.93,5760.76
2001-04-03,5747.05,5747.05,5511.76,5553.46
2001-04-04,5537.94,5632.13,5383.99,5597.66
2001-04-05,5615.08,5781.71,5615.08,5773.34
2001-04-06,5790.93,5839.11,5651.83,5698.88
2001-04-09,5695.77,5809.88,5657.87,5781.01
2001-04-10,5787.24,5917.78,5787.24,5913.84
2001-04-11,5925.3,6019.26,5879.23,5951.16
2001-04-12,5953.39,6013.38,5910.46,6002.3
2001-04-17,6004.32,6004.32,5827.62,5935.58
2001-04-18,5941.24,6188.77,5941.24,6164.88
